scenario,index,real,imaginary,modulus
phi_pi_2p1,1,0.650743986899,0,0.650743986899
phi_pi_2p1,2,1.3653039201,0,1.3653039201
phi_pi_2p1,3,1.05915846958,0,1.05915846958
