scenario,index,real,imaginary,modulus
phi_pi_1p9,1,0.65375335504,0,0.65375335504
phi_pi_1p9,2,1.37333666181,0,1.37333666181
phi_pi_1p9,3,1.04811635974,0,1.04811635974
