scenario,index,real,imaginary,modulus
phi_pi_2p0,1,0.652236401606,0,0.652236401606
phi_pi_2p0,2,1.36938209564,0,1.36938209564
phi_pi_2p0,3,1.05358787934,0,1.05358787934
