model,parameters,log_joint_at_mode,hessian_log_determinant,laplace_log_marginal_likelihood,gamma_pi_mode,hessian_min_eigenvalue,method,same_observables,observations,log_bayes_factor_vs_best,posterior_model_probability_equal_prior,preferred_model
forward_nkpc,8,1049.082075893427,70.57243391759329,1021.1473672002677,,2.5593832429355725,Laplace approximation at Dynare posterior mode,"pi,i,x",101,-12.02230820551847,6.008627444226774e-06,hybrid_nkpc
hybrid_nkpc,9,1063.8296821863266,77.86090715876522,1033.1696754057862,0.34065802464431605,2.7813185113040726,Laplace approximation at Dynare posterior mode,"pi,i,x",101,0.0,0.9999939913725557,hybrid_nkpc
