scenario,source,variable,shock,horizon,response
phi_pi_1p6,dynare,x,e_pi,11,-1.37164237041e-05
phi_pi_1p6,dynare,x,e_pi,12,-9.03173965834e-06
phi_pi_1p6,dynare,x,e_pi,13,-5.94705464162e-06
phi_pi_1p6,dynare,x,e_pi,14,-3.9159077042e-06
phi_pi_1p6,dynare,x,e_pi,15,-2.57847524058e-06
phi_pi_1p6,dynare,x,e_pi,16,-1.6978271881e-06
phi_pi_1p6,dynare,x,e_pi,17,-1.11795417512e-06
phi_pi_1p6,dynare,x,e_pi,18,-7.36130005712e-07
phi_pi_1p6,dynare,x,e_pi,19,-4.84713414349e-07
phi_pi_1p6,dynare,x,e_i,0,-0.00316517169716
phi_pi_1p6,dynare,x,e_i,1,-0.00208414433378
phi_pi_1p6,dynare,x,e_i,2,-0.00137232921927
phi_pi_1p6,dynare,x,e_i,3,-0.000903626229501
phi_pi_1p6,dynare,x,e_i,4,-0.000595003262465
phi_pi_1p6,dynare,x,e_i,5,-0.000391786859196
phi_pi_1p6,dynare,x,e_i,6,-0.000257976641007
phi_pi_1p6,dynare,x,e_i,7,-0.000169867737376
phi_pi_1p6,dynare,x,e_i,8,-0.000111851398982
phi_pi_1p6,dynare,x,e_i,9,-7.36498622245e-05
phi_pi_1p6,dynare,x,e_i,10,-4.84956134218e-05
phi_pi_1p6,dynare,x,e_i,11,-3.19325040145e-05
phi_pi_1p6,dynare,x,e_i,12,-2.10263308512e-05
phi_pi_1p6,dynare,x,e_i,13,-1.3845033539e-05
phi_pi_1p6,dynare,x,e_i,14,-9.11642430871e-06
phi_pi_1p6,dynare,x,e_i,15,-6.00281624039e-06
phi_pi_1p6,dynare,x,e_i,16,-3.95262458127e-06
phi_pi_1p6,dynare,x,e_i,17,-2.60265189785e-06
phi_pi_1p6,dynare,x,e_i,18,-1.71374659092e-06
phi_pi_1p6,dynare,x,e_i,19,-1.12843649216e-06
phi_pi_1p6,dynare,pi,e_x,0,0.00020774712284
phi_pi_1p6,dynare,pi,e_x,1,-0.000192437326073
phi_pi_1p6,dynare,pi,e_x,2,-0.000126712608704
phi_pi_1p6,dynare,pi,e_x,3,-8.34353996296e-05
phi_pi_1p6,dynare,pi,e_x,4,-5.49390150085e-05
phi_pi_1p6,dynare,pi,e_x,5,-3.61752371716e-05
phi_pi_1p6,dynare,pi,e_x,6,-2.38200081348e-05
phi_pi_1p6,dynare,pi,e_x,7,-1.568456303e-05
phi_pi_1p6,dynare,pi,e_x,8,-1.0327684023e-05
phi_pi_1p6,dynare,pi,e_x,9,-6.80038436994e-06
phi_pi_1p6,dynare,pi,e_x,10,-4.47779264704e-06
phi_pi_1p6,dynare,pi,e_x,11,-2.94845495476e-06
phi_pi_1p6,dynare,pi,e_x,12,-1.94144465935e-06
phi_pi_1p6,dynare,pi,e_x,13,-1.27836694918e-06
phi_pi_1p6,dynare,pi,e_x,14,-8.41755673482e-07
phi_pi_1p6,dynare,pi,e_x,15,-5.54263871022e-07
phi_pi_1p6,dynare,pi,e_x,16,-3.64961530285e-07
phi_pi_1p6,dynare,pi,e_x,17,-2.40313189352e-07
phi_pi_1p6,dynare,pi,e_x,18,-1.58237030986e-07
phi_pi_1p6,dynare,pi,e_x,19,-1.0419302429e-07
phi_pi_1p6,dynare,pi,e_pi,0,0.00237749552983
phi_pi_1p6,dynare,pi,e_pi,1,-0.00025844916035
phi_pi_1p6,dynare,pi,e_pi,2,-0.000170178873265
phi_pi_1p6,dynare,pi,e_pi,3,-0.000112056270048
phi_pi_1p6,dynare,pi,e_pi,4,-7.37847619751e-05
phi_pi_1p6,dynare,pi,e_pi,5,-4.85844397407e-05
phi_pi_1p6,dynare,pi,e_pi,6,-3.19909927434e-05
phi_pi_1p6,dynare,pi,e_pi,7,-2.1064843439e-05
phi_pi_1p6,dynare,pi,e_pi,8,-1.3870392603e-05
phi_pi_1p6,dynare,pi,e_pi,9,-9.13312228109e-06
phi_pi_1p6,dynare,pi,e_pi,10,-6.01381121566e-06
phi_pi_1p6,dynare,pi,e_pi,11,-3.95986435137e-06
phi_pi_1p6,dynare,pi,e_pi,12,-2.60741900916e-06
phi_pi_1p6,dynare,pi,e_pi,13,-1.71688555114e-06
phi_pi_1p6,dynare,pi,e_pi,14,-1.13050337723e-06
phi_pi_1p6,dynare,pi,e_pi,15,-7.44393174657e-07
phi_pi_1p6,dynare,pi,e_pi,16,-4.90154394613e-07
phi_pi_1p6,dynare,pi,e_pi,17,-3.22747895518e-07
phi_pi_1p6,dynare,pi,e_pi,18,-2.12517127676e-07
phi_pi_1p6,dynare,pi,e_pi,19,-1.39934388986e-07
phi_pi_1p6,dynare,pi,e_i,0,-0.000913769568503
phi_pi_1p6,dynare,pi,e_i,1,-0.000601682262699
phi_pi_1p6,dynare,pi,e_i,2,-0.000396184725039
phi_pi_1p6,dynare,pi,e_i,3,-0.000260872467222
phi_pi_1p6,dynare,pi,e_i,4,-0.000171774528026
phi_pi_1p6,dynare,pi,e_i,5,-0.000113106947593
phi_pi_1p6,dynare,pi,e_i,6,-7.44765928966e-05
phi_pi_1p6,dynare,pi,e_i,7,-4.90399839048e-05
phi_pi_1p6,dynare,pi,e_i,8,-3.22909511277e-05
phi_pi_1p6,dynare,pi,e_i,9,-2.12623545464e-05
phi_pi_1p6,dynare,pi,e_i,10,-1.40004461023e-05
phi_pi_1p6,dynare,pi,e_i,11,-9.21875752927e-06
phi_pi_1p6,dynare,pi,e_i,12,-6.07019874668e-06
phi_pi_1p6,dynare,pi,e_i,13,-3.99699338085e-06
phi_pi_1p6,dynare,pi,e_i,14,-2.63186705301e-06
phi_pi_1p6,dynare,pi,e_i,15,-1.73298365163e-06
phi_pi_1p6,dynare,pi,e_i,16,-1.14110335984e-06
phi_pi_1p6,dynare,pi,e_i,17,-7.51372857212e-07
phi_pi_1p6,dynare,pi,e_i,18,-4.94750248247e-07
phi_pi_1p6,dynare,pi,e_i,19,-3.25774089111e-07
phi_pi_1p6,dynare,i,e_x,0,0.000153309969663
phi_pi_1p6,dynare,i,e_x,1,0.000100948743119
phi_pi_1p6,dynare,i,e_x,2,6.64708809202e-05
phi_pi_1p6,dynare,i,e_x,3,4.3768529194e-05
phi_pi_1p6,dynare,i,e_x,4,2.8819900102e-05
phi_pi_1p6,dynare,i,e_x,5,1.89768003902e-05
phi_pi_1p6,dynare,i,e_x,6,1.24954962291e-05
phi_pi_1p6,dynare,i,e_x,7,8.22780567864e-06
phi_pi_1p6,dynare,i,e_x,8,5.41769490735e-06
phi_pi_1p6,dynare,i,e_x,9,3.56734459411e-06
phi_pi_1p6,dynare,i,e_x,10,2.34895978286e-06
phi_pi_1p6,dynare,i,e_x,11,1.54670004983e-06
phi_pi_1p6,dynare,i,e_x,12,1.01844274287e-06
phi_pi_1p6,dynare,i,e_x,13,6.70605538947e-07
phi_pi_1p6,dynare,i,e_x,14,4.41568062629e-07
phi_pi_1p6,dynare,i,e_x,15,2.90755656804e-07
phi_pi_1p6,dynare,i,e_x,16,1.91451463813e-07
phi_pi_1p6,dynare,i,e_x,17,1.26063456165e-07
phi_pi_1p6,dynare,i,e_x,18,8.30079575458e-08
phi_pi_1p6,dynare,i,e_x,19,5.46575607682e-08
phi_pi_1p6,dynare,i,e_pi,0,0.000205899935013
phi_pi_1p6,dynare,i,e_pi,1,0.000135577221062
phi_pi_1p6,dynare,i,e_pi,2,8.92724073449e-05
phi_pi_1p6,dynare,i,e_pi,3,5.87824610267e-05
phi_pi_1p6,dynare,i,e_pi,4,3.87059991672e-05
phi_pi_1p6,dynare,i,e_pi,5,2.54864179786e-05
phi_pi_1p6,dynare,i,e_pi,6,1.67818300871e-05
phi_pi_1p6,dynare,i,e_pi,7,1.10501923539e-05
phi_pi_1p6,dynare,i,e_pi,8,7.27612843314e-06
phi_pi_1p6,dynare,i,e_pi,9,4.79105189125e-06
phi_pi_1p6,dynare,i,e_pi,10,3.15472416898e-06
phi_pi_1p6,dynare,i,e_pi,11,2.07726503662e-06
phi_pi_1p6,dynare,i,e_pi,12,1.36779946558e-06
phi_pi_1p6,dynare,i,e_pi,13,9.00643560187e-07
phi_pi_1p6,dynare,i,e_pi,14,5.9303928896e-07
phi_pi_1p6,dynare,i,e_pi,15,3.90493657865e-07
phi_pi_1p6,dynare,i,e_pi,16,2.57125117462e-07
phi_pi_1p6,dynare,i,e_pi,17,1.69307041735e-07
phi_pi_1p6,dynare,i,e_pi,18,1.11482202378e-07
phi_pi_1p6,dynare,i,e_pi,19,7.34067604011e-08
phi_pi_1p6,dynare,i,e_i,0,0.000479345100679
phi_pi_1p6,dynare,i,e_i,1,0.000315630389467
phi_pi_1p6,dynare,i,e_i,2,0.000207830522549
phi_pi_1p6,dynare,i,e_i,3,0.000136848439011
phi_pi_1p6,dynare,i,e_i,4,9.01094556755e-05
phi_pi_1p6,dynare,i,e_i,5,5.93336252927e-05
phi_pi_1p6,dynare,i,e_i,6,3.90689197263e-05
phi_pi_1p6,dynare,i,e_i,7,2.57253872666e-05
phi_pi_1p6,dynare,i,e_i,8,1.69391822106e-05
phi_pi_1p6,dynare,i,e_i,9,1.11538027004e-05
phi_pi_1p6,dynare,i,e_i,10,7.34435187798e-06
phi_pi_1p6,dynare,i,e_i,11,4.83597441666e-06
phi_pi_1p6,dynare,i,e_i,12,3.18430393139e-06
phi_pi_1p6,dynare,i,e_i,13,2.09674217724e-06
phi_pi_1p6,dynare,i,e_i,14,1.38062441668e-06
phi_pi_1p6,dynare,i,e_i,15,9.09088299283e-07
phi_pi_1p6,dynare,i,e_i,16,5.98599826214e-07
phi_pi_1p6,dynare,i,e_i,17,3.94155058673e-07
phi_pi_1p6,dynare,i,e_i,18,2.59536009658e-07
phi_pi_1p6,dynare,i,e_i,19,1.70894521908e-07
phi_pi_1p7,dynare,x,e_x,0,0.0039942329554
phi_pi_1p7,dynare,x,e_x,1,-0.000660653078744
phi_pi_1p7,dynare,x,e_x,2,-0.00043395982479
phi_pi_1p7,dynare,x,e_x,3,-0.000285052981043
phi_pi_1p7,dynare,x,e_x,4,-0.0001872413006
phi_pi_1p7,dynare,x,e_x,5,-0.000122992239976
phi_pi_1p7,dynare,x,e_x,6,-8.07892865825e-05
phi_pi_1p7,dynare,x,e_x,7,-5.30676474207e-05
phi_pi_1p7,dynare,x,e_x,8,-3.48582754211e-05
phi_pi_1p7,dynare,x,e_x,9,-2.28971779303e-05
phi_pi_1p7,dynare,x,e_x,10,-1.50403527093e-05
phi_pi_1p7,dynare,x,e_x,11,-9.87947992146e-06
phi_pi_1p7,dynare,x,e_x,12,-6.48948368466e-06
phi_pi_1p7,dynare,x,e_x,13,-4.26271411331e-06
phi_pi_1p7,dynare,x,e_x,14,-2.80002732033e-06
phi_pi_1p7,dynare,x,e_x,15,-1.8392396924e-06
phi_pi_1p7,dynare,x,e_x,16,-1.20813201412e-06
phi_pi_1p7,dynare,x,e_x,17,-7.93579526139e-07
phi_pi_1p7,dynare,x,e_x,18,-5.21274543629e-07
phi_pi_1p7,dynare,x,e_x,19,-3.42406955933e-07
phi_pi_1p7,dynare,x,e_pi,0,-0.00141377821284
phi_pi_1p7,dynare,x,e_pi,1,-0.000928661297853
phi_pi_1p7,dynare,x,e_pi,2,-0.000610005019383
phi_pi_1p7,dynare,x,e_pi,3,-0.00040069089186
phi_pi_1p7,dynare,x,e_pi,4,-0.000263199786425
phi_pi_1p7,dynare,x,e_pi,5,-0.000172886703894
phi_pi_1p7,dynare,x,e_pi,6,-0.00011356320911
phi_pi_1p7,dynare,x,e_pi,7,-7.45956870758e-05
phi_pi_1p7,dynare,x,e_pi,8,-4.89992892412e-05
phi_pi_1p7,dynare,x,e_pi,9,-3.21859136937e-05
phi_pi_1p7,dynare,x,e_pi,10,-2.1141797286e-05
phi_pi_1p7,dynare,x,e_pi,11,-1.38873047612e-05
phi_pi_1p7,dynare,x,e_pi,12,-9.12208318539e-06
phi_pi_1p7,dynare,x,e_pi,13,-5.99197634615e-06
phi_pi_1p7,dynare,x,e_pi,14,-3.93591900042e-06
phi_pi_1p7,dynare,x,e_pi,15,-2.58536707807e-06
phi_pi_1p7,dynare,x,e_pi,16,-1.69823691179e-06
phi_pi_1p7,dynare,x,e_pi,17,-1.1155122354e-06
phi_pi_1p7,dynare,x,e_pi,18,-7.32740843567e-07
phi_pi_1p7,dynare,x,e_pi,19,-4.81311747907e-07
phi_pi_1p7,dynare,x,e_i,0,-0.00309773618795
phi_pi_1p7,dynare,x,e_i,1,-0.00203479420079
phi_pi_1p7,dynare,x,e_i,2,-0.00133658490858
phi_pi_1p7,dynare,x,e_i,3,-0.000877955725035
phi_pi_1p7,dynare,x,e_i,4,-0.000576698307882
phi_pi_1p7,dynare,x,e_i,5,-0.000378812881824
phi_pi_1p7,dynare,x,e_i,6,-0.000248828889342
phi_pi_1p7,dynare,x,e_i,7,-0.000163446965882
phi_pi_1p7,dynare,x,e_i,8,-0.000107362576454
phi_pi_1p7,dynare,x,e_i,9,-7.05227090679e-05
phi_pi_1p7,dynare,x,e_i,10,-4.63238929106e-05
phi_pi_1p7,dynare,x,e_i,11,-3.0428539725e-05
phi_pi_1p7,dynare,x,e_i,12,-1.99874399931e-05
phi_pi_1p7,dynare,x,e_i,13,-1.31290479625e-05
phi_pi_1p7,dynare,x,e_i,14,-8.62401090189e-06
phi_pi_1p7,dynare,x,e_i,15,-5.66481014072e-06
phi_pi_1p7,dynare,x,e_i,16,-3.7210150005e-06
phi_pi_1p7,dynare,x,e_i,17,-2.4442041816e-06
phi_pi_1p7,dynare,x,e_i,18,-1.60551195858e-06
phi_pi_1p7,dynare,x,e_i,19,-1.0546044674e-06
phi_pi_1p7,dynare,pi,e_x,0,0.00021096258987
phi_pi_1p7,dynare,pi,e_x,1,-0.000189858532251
phi_pi_1p7,dynare,pi,e_x,2,-0.000124711407608
phi_pi_1p7,dynare,pi,e_x,3,-8.19185474736e-05
phi_pi_1p7,dynare,pi,e_x,4,-5.38094192738e-05
phi_pi_1p7,dynare,pi,e_x,5,-3.53455193223e-05
phi_pi_1p7,dynare,pi,e_x,6,-2.32172313513e-05
phi_pi_1p7,dynare,pi,e_x,7,-1.52505845708e-05
phi_pi_1p7,dynare,pi,e_x,8,-1.00175738541e-05
phi_pi_1p7,dynare,pi,e_x,9,-6.58019274323e-06
phi_pi_1p7,dynare,pi,e_x,10,-4.32229771087e-06
phi_pi_1p7,dynare,pi,e_x,11,-2.83916569474e-06
phi_pi_1p7,dynare,pi,e_x,12,-1.86494831717e-06
phi_pi_1p7,dynare,pi,e_x,13,-1.22501910761e-06
phi_pi_1p7,dynare,pi,e_x,14,-8.04672065271e-07
phi_pi_1p7,dynare,pi,e_x,15,-5.28560843342e-07
phi_pi_1p7,dynare,pi,e_x,16,-3.47193070535e-07
phi_pi_1p7,dynare,pi,e_x,17,-2.28058944861e-07
phi_pi_1p7,dynare,pi,e_x,18,-1.4980391818e-07
phi_pi_1p7,dynare,pi,e_x,19,-9.840093716e-08
phi_pi_1p7,dynare,pi,e_pi,0,0.00236370830916
phi_pi_1p7,dynare,pi,e_pi,1,-0.000266878754738
phi_pi_1p7,dynare,pi,e_pi,2,-0.000175303289082
phi_pi_1p7,dynare,pi,e_pi,3,-0.00011515057912
phi_pi_1p7,dynare,pi,e_pi,4,-7.56383747344e-05
phi_pi_1p7,dynare,pi,e_pi,5,-4.96841941757e-05
phi_pi_1p7,dynare,pi,e_pi,6,-3.26358037115e-05
phi_pi_1p7,dynare,pi,e_pi,7,-2.14373142519e-05
phi_pi_1p7,dynare,pi,e_pi,8,-1.40814194863e-05
phi_pi_1p7,dynare,pi,e_pi,9,-9.24959033668e-06
phi_pi_1p7,dynare,pi,e_pi,10,-6.07573131954e-06
phi_pi_1p7,dynare,pi,e_pi,11,-3.99093470344e-06
phi_pi_1p7,dynare,pi,e_pi,12,-2.62150496285e-06
phi_pi_1p7,dynare,pi,e_pi,13,-1.72197462021e-06
phi_pi_1p7,dynare,pi,e_pi,14,-1.13110470309e-06
phi_pi_1p7,dynare,pi,e_pi,15,-7.42982988448e-07
phi_pi_1p7,dynare,pi,e_pi,16,-4.88039453477e-07
phi_pi_1p7,dynare,pi,e_pi,17,-3.20575991447e-07
phi_pi_1p7,dynare,pi,e_pi,18,-2.10575119614e-07
phi_pi_1p7,dynare,pi,e_pi,19,-1.38319406891e-07
phi_pi_1p7,dynare,pi,e_i,0,-0.000890227662396
phi_pi_1p7,dynare,pi,e_i,1,-0.000584759312907
phi_pi_1p7,dynare,pi,e_i,2,-0.00038410787316
phi_pi_1p7,dynare,pi,e_i,3,-0.000252306983347
phi_pi_1p7,dynare,pi,e_i,4,-0.000165731603786
phi_pi_1p7,dynare,pi,e_i,5,-0.000108863274924
phi_pi_1p7,dynare,pi,e_i,6,-7.15084652326e-05
phi_pi_1p7,dynare,pi,e_i,7,-4.69714015445e-05
phi_pi_1p7,dynare,pi,e_i,8,-3.08538654253e-05
phi_pi_1p7,dynare,pi,e_i,9,-2.02668215207e-05
phi_pi_1p7,dynare,pi,e_i,10,-1.33125638843e-05
phi_pi_1p7,dynare,pi,e_i,11,-8.74455607129e-06
phi_pi_1p7,dynare,pi,e_i,12,-5.74399203251e-06
phi_pi_1p7,dynare,pi,e_i,13,-3.77302680668e-06
phi_pi_1p7,dynare,pi,e_i,14,-2.47836891196e-06
phi_pi_1p7,dynare,pi,e_i,15,-1.6279535711e-06
phi_pi_1p7,dynare,pi,e_i,16,-1.06934557517e-06
phi_pi_1p7,dynare,pi,e_i,17,-7.02415584475e-07
phi_pi_1p7,dynare,pi,e_i,18,-4.61392149337e-07
phi_pi_1p7,dynare,pi,e_i,19,-3.03072312425e-07
phi_pi_1p7,dynare,i,e_x,0,0.000155255433606
phi_pi_1p7,dynare,i,e_x,1,0.000101981846347
phi_pi_1p7,dynare,i,e_x,2,6.69882962729e-05
phi_pi_1p7,dynare,i,e_x,3,4.40022611698e-05
phi_pi_1p7,dynare,i,e_x,4,2.89035413017e-05
phi_pi_1p7,dynare,i,e_x,5,1.89857220418e-05
phi_pi_1p7,dynare,i,e_x,6,1.2471054591e-05
phi_pi_1p7,dynare,i,e_x,7,8.19179814547e-06
phi_pi_1p7,dynare,i,e_x,8,5.38090474758e-06
phi_pi_1p7,dynare,i,e_x,9,3.53452751012e-06
phi_pi_1p7,dynare,i,e_x,10,2.32170709311e-06
phi_pi_1p7,dynare,i,e_x,11,1.52504791963e-06
phi_pi_1p7,dynare,i,e_x,12,1.00175046374e-06
phi_pi_1p7,dynare,i,e_x,13,6.58014727717e-07
phi_pi_1p7,dynare,i,e_x,14,4.32226784581e-07
phi_pi_1p7,dynare,i,e_x,15,2.83914607743e-07
phi_pi_1p7,dynare,i,e_x,16,1.86493543125e-07
phi_pi_1p7,dynare,i,e_x,17,1.2250106433e-07
phi_pi_1p7,dynare,i,e_x,18,8.04666505363e-08
phi_pi_1p7,dynare,i,e_x,19,5.28557191235e-08
phi_pi_1p7,dynare,i,e_pi,0,0.000218238160254
phi_pi_1p7,dynare,i,e_pi,1,0.000143352989388
phi_pi_1p7,dynare,i,e_pi,2,9.41635484027e-05
phi_pi_1p7,dynare,i,e_pi,3,6.1852730701e-05
phi_pi_1p7,dynare,i,e_pi,4,4.06288883551e-05
phi_pi_1p7,dynare,i,e_pi,5,2.6687691073e-05
phi_pi_1p7,dynare,i,e_pi,6,1.75302077818e-05
phi_pi_1p7,dynare,i,e_pi,7,1.15149783484e-05
phi_pi_1p7,dynare,i,e_pi,8,7.56378521086e-06
phi_pi_1p7,dynare,i,e_pi,9,4.96838508811e-06
phi_pi_1p7,dynare,i,e_pi,10,3.26355782133e-06
phi_pi_1p7,dynare,i,e_pi,11,2.143716613e-06
phi_pi_1p7,dynare,i,e_pi,12,1.40813221902e-06
phi_pi_1p7,dynare,i,e_pi,13,9.24952642633e-07
phi_pi_1p7,dynare,i,e_pi,14,6.07568933907e-07
phi_pi_1p7,dynare,i,e_pi,15,3.99090712795e-07
phi_pi_1p7,dynare,i,e_pi,16,2.62148684948e-07
phi_pi_1p7,dynare,i,e_pi,17,1.72196272218e-07
phi_pi_1p7,dynare,i,e_pi,18,1.13109688769e-07
phi_pi_1p7,dynare,i,e_pi,19,7.42977854786e-08
phi_pi_1p7,dynare,i,e_i,0,0.000478182674246
phi_pi_1p7,dynare,i,e_i,1,0.00031410141905
phi_pi_1p7,dynare,i,e_i,2,0.000206322200202
phi_pi_1p7,dynare,i,e_i,3,0.000135525813367
phi_pi_1p7,dynare,i,e_i,4,8.90221511339e-05
phi_pi_1p7,dynare,i,e_i,5,5.84755272493e-05
phi_pi_1p7,dynare,i,e_i,6,3.84105219154e-05
phi_pi_1p7,dynare,i,e_i,7,2.52305240023e-05
phi_pi_1p7,dynare,i,e_i,8,1.65730458658e-05
phi_pi_1p7,dynare,i,e_i,9,1.0886252273e-05
phi_pi_1p7,dynare,i,e_i,10,7.15079711425e-06
phi_pi_1p7,dynare,i,e_i,11,4.6971076994e-06
phi_pi_1p7,dynare,i,e_i,12,3.08536522395e-06
phi_pi_1p7,dynare,i,e_i,13,2.02666814865e-06
phi_pi_1p7,dynare,i,e_i,14,1.33124719008e-06
phi_pi_1p7,dynare,i,e_i,15,8.74449565049e-07
phi_pi_1p7,dynare,i,e_i,16,5.7439523442e-07
phi_pi_1p7,dynare,i,e_i,17,3.77300073683e-07
phi_pi_1p7,dynare,i,e_i,18,2.4783517876e-07
phi_pi_1p7,dynare,i,e_i,19,1.6279423227e-07
phi_pi_1p8,dynare,x,e_x,0,0.0040001785485
phi_pi_1p8,dynare,x,e_x,1,-0.000655178836321
phi_pi_1p8,dynare,x,e_x,2,-0.000429335964854
phi_pi_1p8,dynare,x,e_x,3,-0.000281342071047
phi_pi_1p8,dynare,x,e_x,4,-0.000184362288326
phi_pi_1p8,dynare,x,e_x,5,-0.000120811840299
phi_pi_1p8,dynare,x,e_x,6,-7.91674961785e-05
phi_pi_1p8,dynare,x,e_x,7,-5.18781307829e-05
phi_pi_1p8,dynare,x,e_x,8,-3.39955232063e-05
phi_pi_1p8,dynare,x,e_x,9,-2.22771248816e-05
phi_pi_1p8,dynare,x,e_x,10,-1.45981072266e-05
phi_pi_1p8,dynare,x,e_x,11,-9.5660789142e-06
phi_pi_1p8,dynare,x,e_x,12,-6.26861170235e-06
phi_pi_1p8,dynare,x,e_x,13,-4.10779516114e-06
phi_pi_1p8,dynare,x,e_x,14,-2.69182107413e-06
phi_pi_1p8,dynare,x,e_x,15,-1.76393914761e-06
phi_pi_1p8,dynare,x,e_x,16,-1.15590198263e-06
phi_pi_1p8,dynare,x,e_x,17,-7.57457758826e-07
phi_pi_1p8,dynare,x,e_x,18,-4.96358917128e-07
phi_pi_1p8,dynare,x,e_x,19,-3.2526193275e-07
phi_pi_1p8,dynare,x,e_pi,0,-0.00146620875212
phi_pi_1p8,dynare,x,e_pi,1,-0.000960800493499
phi_pi_1p8,dynare,x,e_pi,2,-0.00062960856493
phi_pi_1p8,dynare,x,e_pi,3,-0.000412579872424
phi_pi_1p8,dynare,x,e_pi,4,-0.00027036187341
phi_pi_1p8,dynare,x,e_pi,5,-0.00017716701051
phi_pi_1p8,dynare,x,e_pi,6,-0.00011609680469
phi_pi_1p8,dynare,x,e_pi,7,-7.60777529657e-05
phi_pi_1p8,dynare,x,e_pi,8,-4.98534349138e-05
phi_pi_1p8,dynare,x,e_pi,9,-3.26687484293e-05
phi_pi_1p8,dynare,x,e_pi,10,-2.14076948917e-05
phi_pi_1p8,dynare,x,e_pi,11,-1.40283733724e-05
phi_pi_1p8,dynare,x,e_pi,12,-9.19273469057e-06
phi_pi_1p8,dynare,x,e_pi,13,-6.02396078631e-06
phi_pi_1p8,dynare,x,e_pi,14,-3.947476434e-06
phi_pi_1p8,dynare,x,e_pi,15,-2.58676487941e-06
phi_pi_1p8,dynare,x,e_pi,16,-1.69509626041e-06
phi_pi_1p8,dynare,x,e_pi,17,-1.11078952515e-06
phi_pi_1p8,dynare,x,e_pi,18,-7.27895753177e-07
phi_pi_1p8,dynare,x,e_pi,19,-4.76987057851e-07
phi_pi_1p8,dynare,x,e_i,0,-0.0030341382709
phi_pi_1p8,dynare,x,e_i,1,-0.00198825818207
phi_pi_1p8,dynare,x,e_i,2,-0.00130289731239
phi_pi_1p8,dynare,x,e_i,3,-0.000853783186682
phi_pi_1p8,dynare,x,e_i,4,-0.000559480569135
phi_pi_1p8,dynare,x,e_i,5,-0.000366625288624
phi_pi_1p8,dynare,x,e_i,6,-0.00024024802589
phi_pi_1p8,dynare,x,e_i,7,-0.000157433531551
phi_pi_1p8,dynare,x,e_i,8,-0.000103165538051
phi_pi_1p8,dynare,x,e_i,9,-6.7603947752e-05
phi_pi_1p8,dynare,x,e_i,10,-4.43005856218e-05
phi_pi_1p8,dynare,x,e_i,11,-2.9029989397e-05
phi_pi_1p8,dynare,x,e_i,12,-1.90232312408e-05
phi_pi_1p8,dynare,x,e_i,13,-1.24658442652e-05
phi_pi_1p8,dynare,x,e_i,14,-8.16881586921e-06
phi_pi_1p8,dynare,x,e_i,15,-5.3529910438e-06
phi_pi_1p8,dynare,x,e_i,16,-3.50779275404e-06
phi_pi_1p8,dynare,x,e_i,17,-2.29864199371e-06
phi_pi_1p8,dynare,x,e_i,18,-1.50629053247e-06
phi_pi_1p8,dynare,x,e_i,19,-9.87065917359e-07
phi_pi_1p8,dynare,pi,e_x,0,0.000213951587261
phi_pi_1p8,dynare,pi,e_x,1,-0.000187446334451
phi_pi_1p8,dynare,pi,e_x,2,-0.000122832802891
phi_pi_1p8,dynare,pi,e_x,3,-8.0491824554e-05
phi_pi_1p8,dynare,pi,e_x,4,-5.27459576561e-05
phi_pi_1p8,dynare,pi,e_x,5,-3.45642065448e-05
phi_pi_1p8,dynare,pi,e_x,6,-2.26497807067e-05
phi_pi_1p8,dynare,pi,e_x,7,-1.48423070379e-05
phi_pi_1p8,dynare,pi,e_x,8,-9.72610203431e-06
phi_pi_1p8,dynare,pi,e_x,9,-6.37347418701e-06
phi_pi_1p8,dynare,pi,e_x,10,-4.17651111094e-06
phi_pi_1p8,dynare,pi,e_x,11,-2.73685035006e-06
phi_pi_1p8,dynare,pi,e_x,12,-1.79344664474e-06
phi_pi_1p8,dynare,pi,e_x,13,-1.1752381227e-06
phi_pi_1p8,dynare,pi,e_x,14,-7.70128650944e-07
phi_pi_1p8,dynare,pi,e_x,15,-5.04662100002e-07
phi_pi_1p8,dynare,pi,e_x,16,-3.30702973933e-07
phi_pi_1p8,dynare,pi,e_x,17,-2.16708282567e-07
phi_pi_1p8,dynare,pi,e_x,18,-1.42008035715e-07
phi_pi_1p8,dynare,pi,e_x,19,-9.30572748242e-08
phi_pi_1p8,dynare,pi,e_pi,0,0.00235051841591
phi_pi_1p8,dynare,pi,e_pi,1,-0.000274884536345
phi_pi_1p8,dynare,pi,e_pi,2,-0.000180130692709
phi_pi_1p8,dynare,pi,e_pi,3,-0.000118038893302
phi_pi_1p8,dynare,pi,e_pi,4,-7.73503955509e-05
phi_pi_1p8,dynare,pi,e_pi,5,-5.06873923037e-05
phi_pi_1p8,dynare,pi,e_pi,6,-3.32152372363e-05
phi_pi_1p8,dynare,pi,e_pi,7,-2.17658067327e-05
phi_pi_1p8,dynare,pi,e_pi,8,-1.42630425715e-05
phi_pi_1p8,dynare,pi,e_pi,9,-9.34651244012e-06
phi_pi_1p8,dynare,pi,e_pi,10,-6.12473070563e-06
phi_pi_1p8,dynare,pi,e_pi,11,-4.01351054277e-06
phi_pi_1p8,dynare,pi,e_pi,12,-2.63003675608e-06
phi_pi_1p8,dynare,pi,e_pi,13,-1.72345214112e-06
phi_pi_1p8,dynare,pi,e_pi,14,-1.12937101577e-06
