series,observations,mean,std_dev,minimum,maximum,sample_start,sample_end
fx_clp_usd,101,656.2810216200472,142.52448392915875,463.685168831169,964.9332138183073,2001Q1,2026Q1
copper_usd_ton,101,6342.988429439056,2564.9666312226805,1428.1721091994102,12822.220454545457,2001Q1,2026Q1
fx_gap,101,-2.2830582309163024e-13,0.06702433803683072,-0.16404711327071642,0.21633469991761345,2001Q1,2026Q1
copper_gap,101,1.662036844785383e-14,0.1750227636989696,-0.6893974730211205,0.4114544246605565,2001Q1,2026Q1
fx_depreciation_q,100,0.004340841767629033,0.04972387851253174,-0.11889640390020073,0.2184677338934975,2001Q2,2026Q1
