scenario,scenario_type,variable,shock,impact_pp,peak_response_pp,peak_abs_pp,peak_horizon,cumulative_abs_pp,first_sign_change_horizon,response_h4_pp,response_h8_pp,response_h19_pp,source
rstar_2,rstar,i,e_x,0.0156124600345,0.0156124600345,0.0156124600345,0,0.045329070365317685,,0.0028850798110000003,0.000533143751688,5.13135636586e-06,dynare
rstar_2,rstar,pi,e_i,-0.0881804121759,-0.0881804121759,0.0881804121759,0,0.25602218353388284,,-0.0162951595285,-0.0030112381821299997,-2.89823076162e-05,dynare
rstar_2,rstar,pi,e_pi,0.235571605113,0.235571605113,0.235571605113,0,0.31442602426069355,1.0,-0.00765569458154,-0.00141472194821,-1.36162947647e-05,dynare
rstar_2,rstar,pi,e_x,0.021156094328300002,0.021156094328300002,0.021156094328300002,0,0.07605731446715946,1.0,-0.00533016383965,-0.0009849791800350001,-9.48014333796e-06,dynare
rstar_2,rstar,x,e_i,-0.30650500858400004,-0.30650500858400004,0.30650500858400004,0,0.889903773698407,,-0.0566401073426,-0.0104667188788,-0.00010073918034,dynare
rstar_2,rstar,x,e_pi,-0.14400035356,-0.14400035356,0.14400035356,0,0.41808927899487797,,-0.026610317138699997,-0.00491741138628,-4.73286803808e-05,dynare
rstar_2,rstar,x,e_x,0.39974188896000007,0.39974188896000007,0.39974188896000007,0,0.5905722393143209,1.0,-0.0185270387505,-0.0034236747661,-3.29518919619e-05,dynare
rstar_3,rstar,i,e_i,0.0477609080701,0.0477609080701,0.0477609080701,0,0.1388406076227608,,0.008848950765880001,0.0016394983433300001,1.58932894e-05,dynare
rstar_3,rstar,i,e_pi,0.0224387447377,0.0224387447377,0.0224387447377,0,0.06522926551361174,,0.00415736122816,0.000770259325262,7.466890356539999e-06,dynare
rstar_3,rstar,i,e_x,0.015622643319199998,0.015622643319199998,0.015622643319199998,0,0.0454149089445068,,0.00289450111295,0.0005362816344009999,5.19871169741e-06,dynare
rstar_3,rstar,pi,e_i,-0.08789820998560001,-0.08789820998560001,0.08789820998560001,0,0.25551944836237894,,-0.016285430156199997,-0.0030172996175400002,-2.9249688615499997e-05,dynare
rstar_3,rstar,pi,e_pi,0.235704187662,0.235704187662,0.235704187662,0,0.3144549973208095,1.0,-0.0076511235859,-0.00141756969562,-1.3741914109699999e-05,dynare
rstar_3,rstar,pi,e_x,0.0212484029619,0.0212484029619,0.0212484029619,0,0.07607748653049307,1.0,-0.00532698135171,-0.000986961881941,-9.56760394437e-06,dynare
rstar_3,rstar,x,e_i,-0.30654796198199996,-0.30654796198199996,0.30654796198199996,0,0.891132665330735,,-0.056795985096899995,-0.0105229338413,-0.00010200927226099999,dynare
rstar_3,rstar,x,e_pi,-0.14402053367,-0.14402053367,0.14402053367,0,0.4186666295271285,,-0.0266835506948,-0.00494382196441,-4.7925387385699995e-05,dynare
rstar_3,rstar,x,e_x,0.39972783885799995,0.39972783885799995,0.39972783885799995,0,0.5909461108575337,1.0,-0.0185780265281,-0.00344206273953,-3.33673403665e-05,dynare
rstar_4,rstar,i,e_i,0.047791577405499996,0.047791577405499996,0.047791577405499996,0,0.139099764139525,,0.008877398739189999,0.0016489978496799999,1.60986546956e-05,dynare
rstar_4,rstar,i,e_pi,0.0224531536219,0.0224531536219,0.0224531536219,0,0.06535102088148205,,0.00417072648517,0.0007747223266310001,7.563373853949999e-06,dynare
rstar_4,rstar,i,e_x,0.0156326752911,0.0156326752911,0.0156326752911,0,0.04549967931408509,,0.00290380647498,0.00053938893293,5.26588690188e-06,dynare
rstar_4,rstar,pi,e_i,-0.0876203086681,-0.0876203086681,0.0876203086681,0,0.25502326835001643,,-0.016275679940400002,-0.00302324611209,-2.9515014363499998e-05,dynare
rstar_4,rstar,pi,e_pi,0.2358347496,0.2358347496,0.2358347496,0,0.3144830088653727,1.0,-0.0076465427977,-0.00142036344219,-1.38665678689e-05,dynare
rstar_4,rstar,pi,e_x,0.0213393047755,0.0213393047755,0.0213393047755,0,0.07609698915312539,1.0,-0.00532379204584,-0.000988906986569,-9.6543922759e-06,dynare
rstar_4,rstar,x,e_i,-0.30658990037100003,-0.30658990037100003,0.30658990037100003,0,0.8923451608917802,,-0.0569498004201,-0.0105785603634,-0.000103275204695,dynare
rstar_4,rstar,x,e_pi,-0.144040236913,-0.144040236913,0.144040236913,0,0.4192362769532588,,-0.026755815291799996,-0.00496995608498,-4.85201402053e-05,dynare
rstar_4,rstar,x,e_x,0.399714120767,0.399714120767,0.399714120767,0,0.5913152832498918,1.0,-0.018628339682300002,-0.00346025823348,-3.37814281987e-05,dynare
