rho_copper,rho_fx_gap_descriptive,std_e_copper,std_e_fx,std_fx_depreciation_q,alpha_q_is,alpha_copper_is,gamma_q_phillips,eta_i_uip,phi_q_taylor,calibration_scope
0.9411821266432188,0.7683666293347576,0.12,0.046098081014194194,0.049723878512531745,0.05,0.03,0.03,1.0,0.05,illustrative open-economy extension
