variable,period,e_x,e_pi,e_i,initial,smoothed
pi,43,0.002970064515,0.003041159155,-0.007334781035,-1.190641379e-11,-0.001323557376
pi,44,0.002157020985,0.006730427257,-0.004164925611,-7.811523997e-12,0.004722522624
pi,45,0.001186574938,-0.001474554499,-0.00203857981,-5.124963821e-12,-0.002326559376
pi,46,0.0004408328236,-0.009632456311,-0.002151943886,-3.362369411e-12,-0.01134356738
pi,47,-0.0006433318805,0.001938652074,-0.0006198875674,-2.205975311e-12,0.0006754326238
pi,48,-0.001370676687,-0.005889754084,-0.001110136604,-1.447291939e-12,-0.008370567376
pi,49,-0.00164364483,-0.0001302604997,-0.0005526540455,-9.495347217e-13,-0.002326559376
pi,50,-0.00179841854,-0.005474703787,-0.001097445048,-6.229686905e-13,-0.008370567376
pi,51,-0.001970951758,0.002851245388,-0.0001898310058,-4.087157045e-13,0.0006904626238
pi,52,-0.002333495807,0.002680997711,0.001345954721,-2.681492181e-13,0.001693456624
pi,53,-0.002403630578,0.005167239409,0.002961903793,-1.759269813e-13,0.005725512624
pi,54,-0.001976456867,-0.0006825275426,0.003345435034,-1.154221033e-13,0.0006864506238
pi,55,-0.002127008963,0.002066600814,0.003765888772,-7.572458285e-14,0.003705480624
pi,56,-0.001333981851,-0.005965076148,0.003918490622,-4.968248035e-14,-0.003380567376
pi,57,-0.0005195084621,-0.001029556053,0.003242521139,-3.259393623e-14,0.001693456624
pi,58,0.0001909880223,0.0003988009524,0.003121703649,-2.138350261e-14,0.003711492624
pi,59,-1.086391896e-05,0.003674462663,0.00307897388,-1.402870875e-14,0.006742572624
pi,60,0.0007739401933,-0.00671659486,0.0006020872908,-9.204442764e-15,-0.005340567376
pi,61,0.001240131802,0.001180908421,0.0002854524003,-6.037271377e-15,0.002706492624
pi,62,0.0006137408246,-0.0009686149756,4.03307747e-05,-3.960915797e-15,-0.0003145433762
pi,63,0.000811470339,-0.005353461488,-0.0007945762271,-2.599483129e-15,-0.005336567376
pi,64,0.0006171501333,-0.006961327266,-0.002000394244,-1.7069679e-15,-0.008344571376
pi,65,0.0002027087742,0.002475567294,-0.0009808034444,-1.115860876e-15,0.001697472624
pi,66,0.0008677994983,-0.01066754576,-0.0005508291104,-7.337880303e-16,-0.01035057538
pi,67,0.001826967256,-0.008743875194,-0.0004276674385,-4.787836794e-16,-0.007344575376
pi,68,0.001792915648,-0.003318661223,0.0001981841982,-3.118165448e-16,-0.001327561376
pi,69,0.001926098355,-0.005077901972,0.0008212362412,-2.055647319e-16,-0.002330567376
pi,70,0.001759796363,-0.00562066951,0.001535314771,-1.353084311e-16,-0.002325558376
pi,71,0.0009079548943,-0.003251850765,0.002029352495,-8.716985467e-17,-0.0003145433762
pi,72,0.001281006104,-0.008831958404,0.001206384924,-5.811323645e-17,-0.006344567376
pi,73,0.0005863925358,-0.004628796208,0.0007068362963,-3.6429193e-17,-0.003335567376
pi,74,0.0007588918002,-0.003094925264,0.002013466087,-2.558717127e-17,-0.0003225673762
pi,75,-0.000293698973,-0.008452462218,0.003409593815,-1.561251128e-17,-0.005336567376
pi,76,-0.002360576095,-0.00055388621,0.003590902929,-8.239936511e-18,0.0006764406238
pi,77,0.0003435483789,-0.0005148067268,0.003884762972,-4.33680869e-18,0.003713504624
pi,78,-0.005461839919,-0.004812667723,-0.001065059734,3.469446952e-18,-0.01133956738
pi,79,0.002868319017,0.0001084493652,-0.004304329759,1.040834086e-17,-0.001327561376
pi,80,0.007947496377,-0.00450103622,-0.003776048534,1.387778781e-17,-0.0003295883762
pi,81,0.008848370142,-0.003741348109,-0.00139753341,9.540979118e-18,0.003709488624
pi,82,0.00746255306,-0.008422910761,-0.0003611976749,9.324138683e-18,-0.001321555376
pi,83,0.007996814153,0.004095555753,0.002743446718,6.938893904e-18,0.01483581662
pi,84,0.007331870751,0.008560266933,0.0009768149406,3.469446952e-18,0.01686895262
pi,85,0.004921127199,0.02145073386,-0.001390744434,3.469446952e-18,0.02498111662
pi,86,0.00390164368,0.02706723662,-0.004905935673,0,0.02606294462
pi,87,0.001247777493,0.03044165415,-0.005626487024,3.469446952e-18,0.02606294462
pi,88,-0.000965638307,0.01710603932,-0.007385818387,-6.938893904e-18,0.008754582624
pi,89,-0.003158660437,0.01701062696,-0.005123621899,-1.387778781e-17,0.008728344624
pi,90,-0.004697206003,0.00332811083,-0.005976478203,-1.301042607e-17,-0.007345573376
pi,91,-0.005991887187,0.01101312163,-0.002322773824,-1.431146868e-17,0.002698460624
pi,92,-0.007149722467,0.003228743672,0.0005532714183,-3.903127821e-18,-0.003367707376
pi,93,-0.00701197023,0.009608704199,0.005156866655,-2.602085214e-18,0.007753600624
pi,94,-0.007355116572,-0.0009432563611,0.005964790557,-5.204170428e-18,-0.002333582376
pi,95,-0.005371389006,0.001383703364,0.005678139265,-5.204170428e-18,0.001690453624
pi,96,-0.00426154299,-8.85158835e-05,0.005005451497,-3.469446952e-18,0.0006553926238
pi,97,-0.003321438549,0.008191709877,0.005908381296,-1.734723476e-18,0.01077865262
pi,98,-0.002855824734,-0.009086884283,0.002590125641,-5.204170428e-18,-0.009352583376
pi,99,-0.002859544927,0.004058396125,0.002496581426,-2.602085214e-18,0.003695432624
pi,100,-0.002194380422,-0.006636255165,0.0004840682115,-3.469446952e-18,-0.008346567376
pi,101,-0.002096372443,0.005720140088,0.001075664978,-1.734723476e-18,0.004699432624
i,1,0.000858247677,-0.0004148964392,0.0003142660249,0.0003153347786,0.001072952041
i,2,0.0009554802004,-0.0004508422117,-0.00160145232,0.0002068838898,-0.0008899304419
i,3,0.001276564091,0.0002254736782,0.0009860572359,0.0001357317579,0.002623826763
i,4,0.001941983778,-0.0001939448595,0.003954131159,8.905048205e-05,0.005791220559
i,5,0.001875362333,-0.000140304609,0.002069134873,5.842397148e-05,0.003862616569
i,6,0.0010469479,-0.0003905418273,-0.0001134960833,3.833062286e-05,0.0005812406122
i,7,-8.243028828e-05,0.0001735559775,-0.002233330142,2.514783935e-05,-0.002117056613
i,8,-0.0008687225214,-0.0005074263371,-0.001300342506,1.649891853e-05,-0.002659992446
i,9,-0.001446260106,0.0003690929547,-0.002147183931,1.082456067e-05,-0.003213526522
i,10,-0.001903760678,-0.001159406064,-0.0002157814038,7.101745093e-06,-0.003271846401
i,11,-0.002398923094,-0.001463935722,0.0005863531241,4.659291485e-06,-0.003271846401
i,12,-0.003005958282,-0.002514737565,0.002012411672,3.056853894e-06,-0.00350522732
i,13,-0.003587952553,-0.002666173049,0.000618014474,2.005531476e-06,-0.005634105597
i,14,-0.003804858291,-0.001926393698,-5.493453044e-07,1.315783037e-06,-0.005730485551
i,15,-0.003521245591,-0.002018276854,-4.000343552e-05,8.632549635e-07,-0.005578662626
i,16,-0.003084359957,-0.002432076955,0.0007347025773,5.663617108e-07,-0.004781167973
i,17,-0.002940321716,-0.002494260279,0.001812231738,3.715768817e-07,-0.00362197868
i,18,-0.002491336885,-0.001301186075,0.001403864346,2.43783039e-07,-0.002388414831
i,19,-0.001580987814,-0.0002328005146,0.0007639761956,1.599404404e-07,-0.001049652192
i,20,-0.0006638012497,-0.0009084604953,0.002238070735,1.049332414e-07,0.0006659139228
i,21,-3.955350815e-05,-0.0007721753307,0.002134332942,6.884428427e-08,0.001322672948
i,22,0.0007867806199,-2.099882735e-05,0.001340431746,4.516715022e-08,0.002106258706
i,23,0.00149941753,2.792416398e-05,0.00118248329,2.963312759e-08,0.002709854617
i,24,0.002281554172,-0.0009817305829,0.001497332933,1.94416129e-08,0.002797175963
i,25,0.002655759685,-0.0009578311744,0.0005725384097,1.275519471e-08,0.002270479675
i,26,0.002860715939,0.0003650905711,-0.001030644673,8.368389647e-09,0.002195170205
i,27,0.002935982819,0.00237663351,-0.002189382721,5.490307821e-09,0.003123239098
i,28,0.003440592104,0.002322944707,-0.001668909867,3.602064583e-09,0.004094630545
i,29,0.004317660396,0.001972403074,-0.001161901749,2.36323166e-09,0.005128164084
i,30,0.004684720172,0.003405806039,-0.002630673096,1.550461896e-09,0.005459854666
i,31,0.004939000305,0.004768872766,-0.001406685507,1.01722236e-09,0.008301188582
i,32,0.004884074772,0.003095150802,0.001959690946,6.673761786e-10,0.009938917188
i,33,0.003087343589,0.001163024876,-0.0008427286607,4.378501472e-10,0.003407640242
i,34,-0.0005621910588,-0.000454493254,-0.005483307705,2.872634006e-10,-0.006499991731
i,35,-0.003344569648,-0.00143265672,-0.003984077785,1.884669053e-10,-0.008761303965
i,36,-0.00511377919,-0.002902817834,-0.0008128042609,1.236487961e-10,-0.008829401161
i,37,-0.006492083913,-0.00243319408,9.587675106e-05,8.112312731e-11,-0.008829401161
i,38,-0.006637998002,-0.002292005111,0.0003014016325,5.322301627e-11,-0.008628601427
i,39,-0.005763026225,-0.002023847781,0.002027009964,3.49183937e-11,-0.005759864007
i,40,-0.004590086954,-0.00207209082,0.003706266188,2.290915417e-11,-0.002955911564
i,41,-0.00351582115,-0.001163009838,0.003105949961,1.503016873e-11,-0.001572881012
i,42,-0.002065192589,-0.0006137515744,0.004271032629,9.860947996e-12,0.001592088475
i,43,-0.001004593498,-0.0001837019533,0.003985471408,6.469541916e-12,0.002797175963
i,44,3.500667752e-05,0.000499089871,0.00226307941,4.244517932e-12,0.002797175963
i,45,0.0009264597829,0.0002444339651,0.001107695173,2.784731213e-12,0.002278588924
i,46,0.001754410481,-0.0007285336468,0.001169293369,1.826999056e-12,0.002195170205
i,47,0.002235503168,-0.0003771588578,0.0003368258936,1.198652722e-12,0.002195170205
i,48,0.002443454958,-0.0008514953566,0.0006032106032,7.864091323e-13,0.002195170205
i,49,0.002563799776,-0.0006689230476,0.0003002934766,5.159453594e-13,0.002195170205
i,50,0.002635795717,-0.001036939955,0.0005963144423,3.38500495e-13,0.002195170205
i,51,0.002620091906,-0.0005280694351,0.0001031477344,2.220827688e-13,0.002195170205
i,52,0.002329291611,-0.000151925983,-0.0007313461751,1.457037616e-13,0.001446019453
i,53,0.001828780608,0.0003747763376,-0.00160939813,9.559312977e-14,0.0005941588154
i,54,0.001370152968,0.0002239853639,-0.001817796007,6.271648782e-14,-0.0002236576747
i,55,0.0005514197392,0.000369435663,-0.002046256317,4.114633981e-14,-0.001125400915
i,56,-0.000129498332,-0.0002830244582,-0.00212917499,2.699446569e-14,-0.00254169778
i,57,-0.0005818855735,-0.0003162307881,-0.001761876084,1.771065933e-14,-0.002659992446
i,58,-0.0007579086679,-0.0002058558227,-0.001696227955,1.161917784e-14,-0.002659992446
i,59,-0.001178067111,0.0001910847121,-0.001673010047,7.622374953e-15,-0.002659992446
i,60,-0.001249700703,-0.0004920807681,-0.0003271538266,5.00034042e-15,-0.002068935298
i,61,-0.00101752854,-0.0002669845267,-0.0001551051592,3.280362093e-15,-0.001439618226
i,62,-0.001119641731,-0.0002980621191,-2.1914376e-05,2.151924472e-15,-0.001439618226
i,63,-0.001131908442,-0.0007394555742,0.0004317457903,1.411631229e-15,-0.001439618226
i,64,-0.001293717808,-0.001232846849,0.00108694643,9.263423362e-16,-0.001439618226
i,65,-0.001848236637,-0.0007148822205,0.0005329353482,6.067195357e-16,-0.00203018351
i,66,-0.002215317253,-0.00156672761,0.0002993018687,3.97251676e-16,-0.003482742994
i,67,-0.002076809025,-0.002040388864,0.0002323799907,2.606422023e-16,-0.003884817898
i,68,-0.001888012394,-0.001889118928,-0.000107686576,1.695692198e-16,-0.003884817898
i,69,-0.001498622089,-0.001939963871,-0.0004462319383,1.114559833e-16,-0.003884817898
i,70,-0.001019742612,-0.002030837278,-0.0008342380081,7.242470512e-17,-0.003884817898
i,71,-0.0009067423711,-0.001875394164,-0.001102681363,4.683753385e-17,-0.003884817898
i,72,-0.0004580079952,-0.002286763255,-0.000655508678,3.035766083e-17,-0.003400279928
i,73,-0.0002759465608,-0.00220380244,-0.0003840708858,1.994931997e-17,-0.002863819886
i,74,0.0001319528147,-0.001993815151,-0.001094049227,1.301042607e-17,-0.002955911564
i,75,-1.22265226e-05,-0.002341940982,-0.001852657714,8.67361738e-18,-0.004206825219
i,76,-0.001754461991,-0.00185841938,-0.001951174941,5.204170428e-18,-0.005564056312
i,77,-0.002455995054,-0.00148189284,-0.002110848528,3.469446952e-18,-0.006048736421
i,78,-0.007807385256,-0.001600733265,0.0005787173602,-1.734723476e-18,-0.008829401161
i,79,-0.009944350317,-0.001223877744,0.002338826899,-5.204170428e-18,-0.008829401161
i,80,-0.009509047158,-0.00137213079,0.002051776787,-6.938893904e-18,-0.008829401161
i,81,-0.008174657526,-0.001414115921,0.0007593722865,-6.938893904e-18,-0.008829401161
i,82,-0.00713349739,-0.001892166345,0.0001962625741,-5.204170428e-18,-0.008829401161
i,83,-0.005133317398,-0.001069011763,-0.00149069596,-3.469446952e-18,-0.00769302512
i,84,-0.00253427835,-9.305801435e-06,-0.0005307681304,-2.168404345e-18,-0.003074352282
i,85,-0.0002942842147,0.002034908128,0.0007556833875,-4.33680869e-19,0.002496307301
i,86,0.002414314746,0.004145727918,0.002665719162,1.734723476e-18,0.009225761826
i,87,0.004644697273,0.006094458634,0.003057242344,6.938893904e-18,0.01379639825
i,88,0.00646063263,0.006327440719,0.004013203376,6.938893904e-18,0.01680127672
i,89,0.007651727646,0.006497992102,0.002784002479,6.938893904e-18,0.01693372223
i,90,0.00835937389,0.005326932649,0.003247415688,6.938893904e-18,0.01693372223
i,91,0.00849995755,0.005155622451,0.001262116567,6.938893904e-18,0.01491769657
i,92,0.007865709297,0.004282475292,-0.000300628936,6.938893904e-18,0.01184755565
i,93,0.006987820736,0.004216623133,-0.002802066553,5.204170428e-18,0.008402377316
i,94,0.005380218657,0.003161316123,-0.003241065017,4.33680869e-18,0.005300469763
i,95,0.004356872676,0.002569173928,-0.003085308421,2.602085214e-18,0.003840738183
i,96,0.003593005448,0.001972465304,-0.002719792688,2.602085214e-18,0.002845678065
i,97,0.003104927878,0.002300656464,-0.003210414137,2.602085214e-18,0.002195170205
i,98,0.002693757945,0.0009087987432,-0.001407386483,2.168404345e-18,0.002195170205
i,99,0.002056247649,0.001087058883,-0.001356557727,2.385244779e-18,0.001786748805
i,100,0.001561096849,0.0002063840655,-0.000263026259,1.517883041e-18,0.001504454655
i,101,0.0008687291242,0.0007036770418,-0.0005844798905,6.505213035e-19,0.0009879262755
