scenario,index,real,imaginary,modulus
phi_pi_1p5,1,0.660087418222,0,0.660087418222
phi_pi_1p5,2,1.38810204792,0,1.38810204792
phi_pi_1p5,3,1.02701691044,0,1.02701691044
