scenario,index,real,imaginary,modulus
phi_pi_1p3,1,0.663430939068,0,0.663430939068
phi_pi_1p3,2,1.39495276454,0,1.39495276454
phi_pi_1p3,3,1.01682267298,0,1.01682267298
