scenario,index,real,imaginary,modulus
phi_pi_1p7,1,0.656864909514,0,0.656864909514
phi_pi_1p7,2,1.38091392762,0,1.38091392762
phi_pi_1p7,3,1.03742753945,0,1.03742753945
