variable,mean,std_dev,variance,autocorrelation_1
x,0,0.00609228187783,3.7115898479e-05,0.30342183305
pi,0,0.00268593782429,7.21426199596e-06,0.0511076501736
i,0.00741707177773,0.0007268875114,5.2836545423e-07,0.656864909514
