scenario,index,real,imaginary,modulus
phi_pi_1p8,1,0.655295838407,0,0.655295838407
phi_pi_1p8,2,1.37717768045,0,1.37717768045
phi_pi_1p8,3,1.04273285773,0,1.04273285773
