scenario,index,real,imaginary,modulus
phi_pi_2p2,1,0.649275180624,0,0.649275180624
phi_pi_2p2,2,1.36109050806,0,1.36109050806
phi_pi_2p2,3,1.0648406879,0,1.0648406879
