scenario,index,real,imaginary,modulus
phi_pi_1p4,1,0.661743365972,0,0.661743365972
phi_pi_1p4,2,1.39156679384,0,1.39156679384
phi_pi_1p4,3,1.02189621677,0,1.02189621677
