variable,period,e_x,e_pi,e_i,initial,smoothed
i,84,-0.002049524755,-0.0004054156123,-0.000619411915,1.734723476e-18,-0.003074352282
i,85,0.0003022736222,0.001409060674,0.0007849730049,0,0.002496307301
i,86,0.00305824991,0.003471860909,0.002695651007,1.734723476e-18,0.009225761826
i,87,0.005310306946,0.005568835707,0.002917255597,0,0.01379639825
i,88,0.007190986066,0.005941916624,0.003668374035,0,0.01680127672
i,89,0.008315741481,0.00642453461,0.002193446136,-6.938893904e-18,0.01693372223
i,90,0.008972658239,0.005413730527,0.002547333462,-3.469446952e-18,0.01693372223
i,91,0.008884164697,0.005560185667,0.0004733462033,-3.469446952e-18,0.01491769657
i,92,0.008016127239,0.004854134591,-0.001022706177,-3.469446952e-18,0.01184755565
i,93,0.006782850158,0.004952548707,-0.003333021549,-1.734723476e-18,0.008402377316
i,94,0.004949252838,0.003763331467,-0.003412114542,-1.734723476e-18,0.005300469763
i,95,0.003706645816,0.003028598795,-0.002894506428,-4.33680869e-19,0.003840738183
i,96,0.002863280719,0.002242946469,-0.002260549123,-4.33680869e-19,0.002845678065
i,97,0.002316461377,0.002485921359,-0.002607212531,0,0.002195170205
i,98,0.002082691892,0.0007975283915,-0.0006850500786,4.33680869e-19,0.002195170205
i,99,0.001513442645,0.0009522485478,-0.0006789423876,0,0.001786748805
i,100,0.0011543817,1.740852701e-05,0.0003326644288,-2.168404345e-19,0.001504454655
i,101,0.0004735159106,0.0006580426586,-0.0001436322937,2.168404345e-19,0.0009879262755
