variable,mean,std_dev,variance,autocorrelation_1
x,0,0.0061348329497,3.76361753207e-05,0.309630803118
pi,0,0.00271165123041,7.3530523954e-06,0.0594175033353
i,0.00741707177773,0.00072248949254,5.21991066831e-07,0.65846169914
