scenario,index,real,imaginary,modulus
phi_pi_1p6,1,0.65846169914,0,0.65846169914
phi_pi_1p6,2,1.38455311201,0,1.38455311201
phi_pi_1p6,3,1.03219156544,0,1.03219156544
